participantId,trialNumber,condition,values,marked,reportedPercent,truePercent,log2Error
010,5,ComparativeBar,"[73,10,62,27,100,66,60,44,52,76]","[7,6]",75,73,1.0874628412503393
010,6,Bar,"[14,79,16,90,78,30,82,59,61,68]","[7,5]",50,51,0.16992500144231237
010,7,ComparativeBar,"[44,63,51,25,24,22,14,15,27,44]","[4,0]",63,55,3.0223678130284544
010,8,ComparativeBar,"[7,19,4,54,83,8,72,20,69,60]","[7,5]",42,40,1.0874628412503393
010,9,StackedBar,"[2,60,60,9,13,2,19,24,1,23]","[7,0]",16,8,3.0223678130284544
010,10,Bar,"[41,57,19,44,100,46,70,38,77,28]","[0,2]",45,46,0.16992500144231237
010,11,StackedBar,"[22,99,14,83,88,93,77,42,34,13]","[1,4]",89,89,0
010,12,Bar,"[77,16,42,33,68,62,40,23,77,1]","[2,5]",66,68,1.0874628412503393
010,13,ComparativeBar,"[92,19,84,90,57,99,13,65,90,78]","[7,3]",71,72,0.16992500144231237
010,14,ComparativeBar,"[12,4,12,87,86,42,12,90,67,72]","[4,7]",95,96,0.16992500144231237
010,15,ComparativeBar,"[49,79,88,66,36,8,45,22,80,84]","[7,0]",40,45,2.357552004618084
010,16,Bar,"[80,41,22,1,93,55,16,55,30,37]","[7,5]",100,100,0
010,17,Bar,"[88,86,37,83,30,18,91,55,27,72]","[8,6]",30,30,0
010,18,Bar,"[23,55,98,74,23,8,52,48,14,100]","[8,5]",70,57,3.7142455176661224
010,19,ComparativeBar,"[93,49,90,52,24,51,15,64,54,61]","[1,9]",79,80,0.16992500144231237
010,20,StackedBar,"[6,82,67,34,46,61,74,28,37,83]","[0,4]",11,13,1.0874628412503393
010,21,Bar,"[94,95,85,77,62,18,26,35,19,63]","[8,3]",25,25,0
010,22,ComparativeBar,"[46,34,53,9,9,87,83,72,63,46]","[6,3]",11,11,0
010,23,StackedBar,"[2,7,82,89,48,15,8,80,57,25]","[8,3]",58,64,2.6147098441152083
010,24,StackedBar,"[6,48,97,32,60,87,21,30,51,50]","[4,2]",62,62,0
010,25,StackedBar,"[12,97,24,98,60,37,33,89,65,82]","[8,5]",55,57,1.0874628412503393
010,26,Bar,"[60,76,70,22,92,73,99,47,27,83]","[3,0]",34,37,1.6438561897747246
010,27,Bar,"[26,26,94,46,2,10,27,3,47,1]","[3,2]",52,49,1.6438561897747246
010,28,Bar,"[4,38,61,57,44,80,53,65,92,99]","[3,2]",94,93,0.16992500144231237
010,29,Bar,"[90,81,64,87,90,93,73,18,41,96]","[6,9]",75,76,0.16992500144231237
010,30,StackedBar,"[89,45,45,60,95,80,7,34,93,99]","[8,9]",94,94,0
010,31,StackedBar,"[30,35,73,6,27,48,96,51,14,89]","[9,4]",31,30,0.16992500144231237
010,32,ComparativeBar,"[84,99,85,25,68,45,49,52,62,90]","[6,2]",52,58,2.6147098441152083
010,33,Bar,"[79,25,94,80,73,70,83,57,96,54]","[9,3]",66,68,1.0874628412503393
010,34,ComparativeBar,"[91,5,87,77,38,87,5,26,60,16]","[5,6]",6,6,0
010,35,Bar,"[7,94,61,88,1,32,93,81,28,0]","[9,8]",0,0,0
010,36,ComparativeBar,"[70,15,78,48,35,3,0,89,81,28]","[7,2]",89,88,0.16992500144231237
010,37,Bar,"[47,34,25,70,3,38,48,17,92,14]","[8,1]",34,37,1.6438561897747246
010,38,StackedBar,"[29,27,87,15,56,24,50,56,92,74]","[6,2]",54,57,1.6438561897747246
010,39,StackedBar,"[50,6,52,25,57,25,27,37,42,88]","[9,4]",66,65,0.16992500144231237
010,40,StackedBar,"[41,34,16,20,98,100,17,50,60,44]","[5,1]",33,34,0.16992500144231237
010,41,StackedBar,"[90,81,82,24,77,93,90,17,40,45]","[3,9]",48,53,2.357552004618084
010,42,ComparativeBar,"[34,96,95,85,48,64,14,76,34,54]","[3,6]",17,16,0.16992500144231237
010,43,StackedBar,"[29,32,13,51,86,34,57,64,45,90]","[3,8]",88,88,0
010,44,ComparativeBar,"[87,54,6,29,100,16,78,93,86,83]","[4,9]",83,83,0
010,45,ComparativeBar,"[49,11,35,92,70,38,2,27,38,80]","[1,5]",23,29,2.6147098441152083
010,46,StackedBar,"[27,22,97,66,77,2,94,82,86,94]","[6,7]",84,87,1.6438561897747246
010,47,StackedBar,"[24,78,96,76,83,83,90,21,33,99]","[4,5]",0,100,6.64565843240871
010,48,ComparativeBar,"[80,19,95,30,27,72,12,70,65,93]","[3,7]",42,43,0.16992500144231237
010,49,ComparativeBar,"[42,38,16,26,32,82,53,49,79,16]","[6,0]",67,79,3.599912842187128
010,50,Bar,"[4,57,43,13,14,60,76,58,63,86]","[7,8]",97,92,2.357552004618084
010,51,ComparativeBar,"[21,55,98,74,18,85,86,78,32,66]","[7,0]",30,27,1.6438561897747246
010,52,Bar,"[1,60,29,76,15,44,69,12,67,12]","[2,6]",47,42,2.357552004618084
010,53,StackedBar,"[30,25,5,99,83,48,16,52,36,41]","[0,9]",75,73,1.0874628412503393
010,54,ComparativeBar,"[17,42,100,79,76,60,29,89,70,4]","[5,6]",49,48,0.16992500144231237
010,55,StackedBar,"[26,12,18,6,31,66,9,88,93,57]","[5,1]",18,18,0
010,56,StackedBar,"[56,40,27,40,53,49,87,46,13,98]","[3,7]",84,87,1.6438561897747246
010,57,Bar,"[75,22,11,57,80,78,85,5,2,17]","[4,7]",13,6,2.8328900141647417
010,58,Bar,"[18,99,88,11,60,11,26,45,75,96]","[0,1]",19,18,0.16992500144231237
010,59,ComparativeBar,"[71,34,15,59,73,73,36,6,12,92]","[5,2]",19,21,1.0874628412503393
010,60,ComparativeBar,"[95,57,87,81,55,92,55,66,21,55]","[0,6]",56,58,1.0874628412503393
